EventKey,Pen,Place,Name,Team,Country,Time,DeltaTime,Distance,Time Normal,Base,Gender,UID,ARR,ARRBand,EventRating,EventRatingBand,AgeBand,Pen Group,Week,Type,Points,Elevation,Pen Size,Pen Group,Total Rating,Pen Rating,Pen Range,Race Type
100215,0,1,Guadalupe Robles,,gbr,5865.6,0.0,70499.843,,0,Bot,Bot9983,1585,Platinum 3,1585,Platinum 3,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,403,807,40,Platinum,59740,1494,0.05,Climb
100215,0,2,Lasse Ikonen,Sherpa,fin,5865.9,317.0,70499.843,,0,Bot,Bot8120,1564,Platinum 3,1564,Platinum 3,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,397,807,40,Platinum,59740,1494,0.05,Climb
100215,0,3,Mansour Salem,,uae,5878.0,12424.0,70499.843,,0,Bot,Bot7051,1488,Platinum 2,1488,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,392,807,40,Platinum,59740,1494,0.05,Climb
100215,0,4,Theodore Burton,,sgp,5878.5,12889.0,70499.843,,0,Bot,Bot1290,1475,Platinum 2,1475,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,387,807,40,Platinum,59740,1494,0.05,Climb
100215,0,5,Marcel Bourgeois,,fra,5889.8,24248.0,70499.843,,0,Bot,Bot9059,1499,Platinum 2,1499,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,381,807,40,Platinum,59740,1494,0.05,Climb
100215,0,6,Carlos Carmona,,esp,5890.0,24442.0,70499.843,,0,Bot,Bot958,1430,Platinum 2,1430,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,376,807,40,Platinum,59740,1494,0.05,Climb
100215,0,7,Francisco Matsinhe,,moz,5898.0,32448.0,70499.843,,0,Bot,Bot3390,1475,Platinum 2,1475,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,370,807,40,Platinum,59740,1494,0.05,Climb
100215,0,8,Ian Ortiz,AMO Solutions,arg,5899.3,33698.0,70499.843,,0,Bot,Bot2339,1427,Platinum 2,1427,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,365,807,40,Platinum,59740,1494,0.05,Climb
100215,0,9,Filip Černý,,svk,5899.8,34198.0,70499.843,,0,Bot,Bot1553,1566,Platinum 3,1566,Platinum 3,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,360,807,40,Platinum,59740,1494,0.05,Climb
100215,0,10,Michael Franke,,aut,5900.0,34393.0,70499.843,,0,Bot,Bot8655,1545,Platinum 3,1545,Platinum 3,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,354,807,40,Platinum,59740,1494,0.05,Climb
100215,0,11,Mykhailo Miroshnichenko,Eckleson,ukr,5900.0,34393.0,70499.843,,0,Bot,Bot4027,1534,Platinum 3,1534,Platinum 3,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,349,807,40,Platinum,59740,1494,0.05,Climb
100215,0,12,Barry Church,True Form,usa,5907.1,41492.0,70499.843,,0,Bot,Bot1315,1534,Platinum 3,1534,Platinum 3,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,343,807,40,Platinum,59740,1494,0.05,Climb
100215,0,13,Nikola Serdarušić,,cze,5907.3,41680.0,70499.843,,0,Bot,Bot1352,1467,Platinum 2,1467,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,338,807,40,Platinum,59740,1494,0.05,Climb
100215,0,14,Rusty White,Dashix,aus,5915.9,50300.0,70499.843,,0,Bot,Bot711,1603,Diamond 1,1603,Diamond 1,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,333,807,40,Diamond,59740,1494,0.05,Climb
100215,0,15,Kyeong Yeong,,kor,5942.5,76955.0,70499.843,,0,Bot,Bot3498,1395,Platinum 1,1395,Platinum 1,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,327,807,40,Platinum,59740,1494,0.05,Climb
100215,0,16,Emil Kanev,,slo,5970.0,104392.0,70499.843,,0,Bot,Bot6141,1451,Platinum 2,1451,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,322,807,40,Platinum,59740,1494,0.05,Climb
100215,0,17,Dobroslav Pulszky,Aspire,srb,5970.2,104585.0,70499.843,,0,Bot,Bot1229,1360,Platinum 1,1360,Platinum 1,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,316,807,40,Platinum,59740,1494,0.05,Climb
100215,0,18,Nabil Anwar,,uae,5991.8,126213.0,70499.843,,0,Bot,Bot9287,1435,Platinum 2,1435,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,311,807,40,Platinum,59740,1494,0.05,Climb
100215,0,19,Wout Mathieu,,bel,5996.2,130646.0,70499.843,,0,Bot,Bot4893,1476,Platinum 2,1476,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,306,807,40,Platinum,59740,1494,0.05,Climb
100215,0,20,Dennis Edwards,,can,5996.4,130833.0,70499.843,,0,Bot,Bot2747,1410,Platinum 2,1410,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,300,807,40,Platinum,59740,1494,0.05,Climb
100215,0,21,Santos Giles,Optech,usa,6000.3,134747.0,70499.843,,0,Bot,Bot1718,1594,Platinum 3,1594,Platinum 3,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,295,807,40,Platinum,59740,1494,0.05,Climb
100215,0,22,Samuel Pires,,bra,6047.8,182215.0,70499.843,,0,Bot,Bot7393,1454,Platinum 2,1454,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,289,807,40,Platinum,59740,1494,0.05,Climb
100215,0,23,Eric Lemoine,,fra,6059.6,194070.0,70499.843,,0,Bot,Bot6162,1400,Platinum 2,1400,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,284,807,40,Platinum,59740,1494,0.05,Climb
100215,0,24,Jebediah Nielsen,Douvan,gbr,6059.9,194310.0,70499.843,,0,Bot,Bot2936,1521,Platinum 3,1521,Platinum 3,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,279,807,40,Platinum,59740,1494,0.05,Climb
100215,0,25,Albert Krause,Fable,ger,6059.9,194347.0,70499.843,,0,Bot,Bot5110,1447,Platinum 2,1447,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,273,807,40,Platinum,59740,1494,0.05,Climb
100215,0,26,Hassan Al-Khatib,,syr,6060.0,194458.0,70499.843,,0,Bot,Bot3077,1410,Platinum 2,1410,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,268,807,40,Platinum,59740,1494,0.05,Climb
100215,0,27,Russ Ashley,,eng,6060.1,194528.0,70499.843,,0,Bot,Bot1077,1385,Platinum 1,1385,Platinum 1,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,262,807,40,Platinum,59740,1494,0.05,Climb
100215,0,28,Edgars Krūmiņš,,lat,6060.2,194604.0,70499.843,,0,Bot,Bot1154,1437,Platinum 2,1437,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,257,807,40,Platinum,59740,1494,0.05,Climb
100215,0,29,Sebastian Ziółkowski,,pol,6086.2,220624.0,70499.843,,0,Bot,Bot2786,1389,Platinum 1,1389,Platinum 1,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,252,807,40,Platinum,59740,1494,0.05,Climb
100215,0,30,Ritsu Sasaki,Saitama,jpn,6110.7,245150.0,70499.843,,0,Bot,Bot1034,1476,Platinum 2,1476,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,246,807,40,Platinum,59740,1494,0.05,Climb
100215,0,31,Max Roman,Aguda,gbr,6111.1,245507.0,70499.843,,0,Bot,Bot9633,1421,Platinum 2,1421,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,241,807,40,Platinum,59740,1494,0.05,Climb
100215,0,32,Daniel Pereira,Capital,esp,6111.1,245518.0,70499.843,,0,Bot,Bot4524,1375,Platinum 1,1375,Platinum 1,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,235,807,40,Platinum,59740,1494,0.05,Climb
100215,0,33,Gabrielius Kazlauskas,HCOM,ltu,6132.8,267238.0,70499.843,,0,Bot,Bot201,1364,Platinum 1,1364,Platinum 1,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,230,807,40,Platinum,59740,1494,0.05,Climb
100215,0,34,Dwayne Williams,eVOX,vin,6156.3,290766.0,70499.843,,0,Bot,Bot6305,1391,Platinum 1,1391,Platinum 1,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,225,807,40,Platinum,59740,1494,0.05,Climb
100215,0,35,Jakob Hilti,,lie,6156.5,290955.0,70499.843,,0,Bot,Bot51,1380,Platinum 1,1380,Platinum 1,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,219,807,40,Platinum,59740,1494,0.05,Climb
100215,0,36,Igor Ibišević,,svk,6180.3,314690.0,70499.843,,0,Bot,Bot2090,1407,Platinum 2,1407,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,214,807,40,Platinum,59740,1494,0.05,Climb
100215,0,37,Minjun Ran,,kor,6180.3,314695.0,70499.843,,0,Bot,Bot2172,1408,Platinum 2,1408,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,208,807,40,Platinum,59740,1494,0.05,Climb
100215,0,38,Fraser Kinnaird,,sco,6180.3,314757.0,70499.843,,0,Bot,Bot2453,1379,Platinum 1,1379,Platinum 1,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,203,807,40,Platinum,59740,1494,0.05,Climb
100215,0,39,Lasse Schmidt,,sui,6180.5,314896.0,70499.843,,0,Bot,Bot3070,1469,Platinum 2,1469,Platinum 2,,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,198,807,40,Platinum,59740,1494,0.05,Climb
100215,0,40,Even Øistensen,Race3R,nor,6241.9,376325.0,70499.843,,0,Male,A4DD9760300BDC00,1485,Platinum 2,1485,Platinum 2,50-54,Platinum 3,Week 01 | Great Ocean Road Race,Spring Classics 2026,192,807,40,Platinum,59740,1494,0.05,Climb
100214,0,1,Tingtai Khong,,CHN,5747.0,0.0,70499.843,,0,Bot,Bot4571,1735,Diamond 2,1735,Diamond 2,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,422,807,32,Diamond,50096,1566,0.52,Climb
100214,0,2,David Talbott,Ride 4 Claire,USA,5806.0,59.1,70499.843,,0,Male,40B0170FB0748402,1721,Diamond 2,1721,Diamond 2,35-39,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,412,807,32,Diamond,50096,1566,0.52,Climb
100214,0,3,Money Matt,Ride 4 Claire,USA,5822.4,75.4,70499.843,,0,Male,AF1EE59E08C91C62,1610,Diamond 1,1610,Diamond 1,40-44,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,401,807,32,Diamond,50096,1566,0.52,Climb
100214,0,4,Michael Carilli,Ride 4 Claire,USA,5822.6,75.6,70499.843,,0,Male,BDEFB7D89F966E00,100,Bronze 1,1358,Platinum 1,35-39,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,391,807,32,Platinum,50096,1566,0.52,Climb
100214,0,5,Lon Huber,AI Thunder,NZL,5825.5,78.5,70499.843,,0,Bot,Bot7700,1697,Diamond 1,1697,Diamond 1,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,381,807,32,Diamond,50096,1566,0.52,Climb
100214,0,6,Johan Nordlund,,FIN,5855.7,108.7,70499.843,,0,Male,1EB278C6D11F98B9,100,Bronze 1,1470,Platinum 2,45-49,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,371,807,32,Platinum,50096,1566,0.52,Climb
100214,0,7,Wendell Shannon,,SWE,5856.7,109.7,70499.843,,0,Bot,Bot4857,1621,Diamond 1,1621,Diamond 1,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,360,807,32,Diamond,50096,1566,0.52,Climb
100214,0,8,David Semianczuk,,USA,5886.0,139.1,70499.843,,0,Male,3EA530BE060EAFB2,100,Bronze 1,236,Bronze 1,Senior,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,350,807,32,Bronze,50096,1566,0.52,Climb
100214,0,9,Alexandre Peigne,Race3R,FRA,6048.9,302.0,70499.843,,0,Male,9A5A42A2AAD1410F,1521,Platinum 3,1521,Platinum 3,45-49,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,340,807,32,Platinum,50096,1566,0.52,Climb
100214,0,10,Mike Raasch,,USA,6322.8,575.8,70499.843,,0,Male,8148071B8BEDD546,1366,Platinum 1,1366,Platinum 1,40-44,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,329,807,32,Platinum,50096,1566,0.52,Climb
100214,0,11,Dobroslav Pulszky,Aspire,SRB,6350.6,603.6,70499.843,,0,Bot,Bot1229,1359,Platinum 1,1359,Platinum 1,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,319,807,32,Platinum,50096,1566,0.52,Climb
100214,0,12,Jay  Santi,Pedalers,CAN,6544.8,797.8,70499.843,,0,Male,DEE9CDE9AAFC3773,1155,Gold 2,1155,Gold 2,50-54,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,309,807,32,Gold,50096,1566,0.52,Climb
100214,0,13,Matthieu Hubert,Race3R,FRA,6598.3,851.4,70499.843,,0,Male,E1D0C43C683EFE3B,1393,Platinum 1,1393,Platinum 1,45-49,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,298,807,32,Platinum,50096,1566,0.52,Climb
100214,0,14,Ben Barnard,,USA,6598.5,851.5,70499.843,,0,Male,57EEDD4AF25DBCF8,100,Bronze 1,790,Silver 1,50-54,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,288,807,32,Silver,50096,1566,0.52,Climb
100214,0,15,marc brazeau73,,CAN,6665.2,918.2,70499.843,,0,Male,D60DC4E2489B21F4,1070,Gold 1,1070,Gold 1,50-54,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,278,807,32,Gold,50096,1566,0.52,Climb
100214,0,16,Ryan Yates,Allkin Racing,USA,6679.5,932.5,70499.843,,0,Male,2FDBB5DD4345DCB5,1274,Gold 3,1274,Gold 3,40-44,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,267,807,32,Gold,50096,1566,0.52,Climb
100214,0,17,Sam Carr,,IRL,6696.7,949.8,70499.843,,0,Male,43E79B19CD19653E,1050,Gold 1,1050,Gold 1,Senior,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,257,807,32,Gold,50096,1566,0.52,Climb
100214,0,18,J McMurray,BaseCamp Train Where You Belong,USA,6769.9,1022.9,70499.843,,0,Male,A57692F853784DDF,100,Bronze 1,1416,Platinum 2,50-54,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,247,807,32,Platinum,50096,1566,0.52,Climb
100214,0,19,jesper hvisthule,FilsøAktivNatur-BikePro,DEN,6770.2,1023.2,70499.843,,0,Male,26A831C3832714A4,989,Silver 3,989,Silver 3,60-64,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,236,807,32,Silver,50096,1566,0.52,Climb
100214,0,20,Luis Morales,,CUB,6893.6,1146.6,70499.843,,0,Bot,Bot71,1186,Gold 2,1186,Gold 2,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,226,807,32,Gold,50096,1566,0.52,Climb
100214,0,21,Lorna Anderson,,JAM,6906.3,1159.3,70499.843,,0,Bot,Bot3863,949,Silver 3,949,Silver 3,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,216,807,32,Silver,50096,1566,0.52,Climb
100214,0,22,Jongwoo Gan,Saitama,KOR,7179.3,1432.4,70499.843,,0,Bot,Bot4134,659,Bronze 3,659,Bronze 3,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,206,807,32,Bronze,50096,1566,0.52,Climb
100214,0,23,Thomas Thomas,,WAL,7290.1,1543.1,70499.843,,0,Bot,Bot4076,945,Silver 3,945,Silver 3,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,195,807,32,Silver,50096,1566,0.52,Climb
100214,0,24,Sultan Bolatbek,Monova,KAZ,7294.2,1547.2,70499.843,,0,Bot,Bot6019,781,Silver 1,781,Silver 1,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,185,807,32,Silver,50096,1566,0.52,Climb
100214,0,25,Lara Byrne,,NIR,7575.7,1828.7,70499.843,,0,Bot,Bot2079,921,Silver 3,921,Silver 3,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,175,807,32,Silver,50096,1566,0.52,Climb
100214,0,26,Gary Desselle,,GBR,7695.9,1949.0,70499.843,,0,Male,6D31F9C8F4E80B58,100,Bronze 1,298,Bronze 1,45-49,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,164,807,32,Bronze,50096,1566,0.52,Climb
100214,0,27,Sarah Hershkovitz,,ISR,7844.8,2097.8,70499.843,,0,Bot,Bot8396,646,Bronze 3,646,Bronze 3,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,154,807,32,Bronze,50096,1566,0.52,Climb
100214,0,28,Nadia Borovsky,,SVK,7879.2,2132.3,70499.843,,0,Bot,Bot6252,741,Silver 1,741,Silver 1,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,144,807,32,Silver,50096,1566,0.52,Climb
100214,0,29,Rosalie Holland,Nitro,GBR,7918.2,2171.3,70499.843,,0,Bot,Bot4937,579,Bronze 2,579,Bronze 2,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,133,807,32,Bronze,50096,1566,0.52,Climb
100214,0,30,Elza Kalniņš,,LAT,7957.9,2210.9,70499.843,,0,Bot,Bot2972,583,Bronze 2,583,Bronze 2,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,123,807,32,Bronze,50096,1566,0.52,Climb
100214,0,31,Hanneke Janssen,,NED,7993.2,2246.2,70499.843,,0,Bot,Bot8763,707,Silver 1,707,Silver 1,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,113,807,32,Silver,50096,1566,0.52,Climb
100214,0,32,Line Lund,,NOR,7993.5,2246.5,70499.843,,0,Bot,Bot6158,667,Bronze 3,667,Bronze 3,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,102,807,32,Bronze,50096,1566,0.52,Climb
100214,0,DNF,Anna Pavey,,USA,36.2,0.0,199.011,,0,Female,74F672B7FCF20D36,100,Bronze 1,343,Bronze 1,50-54,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,,807,32,Bronze,50096,1566,0.52,Climb
100214,0,DNF,Daniel Pereira,Capital,ESP,132.8,0.0,1082.101,,0,Bot,Bot4524,1364,Platinum 1,1364,Platinum 1,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,,807,32,Platinum,50096,1566,0.52,Climb
100214,0,DNF,Thomas Helveg,Pure Power,DEN,168.2,0.0,1391.098,,0,Male,1380A6ADAED1F442,1004,Gold 1,1004,Gold 1,55-59,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,,807,32,Gold,50096,1566,0.52,Climb
100214,0,DNF,Laurent Johnston,,CAN,192.8,0.0,1843.431,,0,Bot,Bot483,358,Bronze 1,358,Bronze 1,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,,807,32,Bronze,50096,1566,0.52,Climb
100214,0,DNF,Kamal Khan,Orbit,UAE,252.8,0.0,2543.944,,0,Bot,Bot1003,674,Bronze 3,674,Bronze 3,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,,807,32,Bronze,50096,1566,0.52,Climb
100214,0,DNF,Don Debois,,USA,329.6,0.0,2840.646,,0,Male,40CF2316AFA29A80,100,Bronze 1,1416,Platinum 2,40-44,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,,807,32,Platinum,50096,1566,0.52,Climb
100214,0,DNF,Rob Miller,Race3R,USA,804.9,0.0,8571.928,,0,Male,5419CFD111515433,1223,Gold 3,1223,Gold 3,60-64,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,,807,32,Gold,50096,1566,0.52,Climb
100214,0,DNF,Angelo De Lima,,BRA,1093.7,0.0,8037.68,,0,Male,4D1C1421768E5CA9,100,Bronze 1,186,Bronze 1,45-49,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,,807,32,Bronze,50096,1566,0.52,Climb
100214,0,DNF,Emma Pereira,True Form,URU,2689.6,0.0,25517.234,,0,Bot,Bot8015,644,Bronze 3,644,Bronze 3,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,,807,32,Bronze,50096,1566,0.52,Climb
100214,0,DNF,Javed Al-Naimi,Ampex,UAE,2749.5,0.0,28129.042,,0,Bot,Bot8114,995,Silver 3,995,Silver 3,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,,807,32,Silver,50096,1566,0.52,Climb
100214,0,DNF,Harriet Bryant,Systech,ENG,3769.6,0.0,33616.695,,0,Bot,Bot9004,468,Bronze 1,468,Bronze 1,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,,807,32,Bronze,50096,1566,0.52,Climb
100214,0,DNF,Thiago Podolsky,,BRA,3816.0,0.0,32409.986,,0,Male,B52BF943FA48D0FC,100,Bronze 1,103,Bronze 1,45-49,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,,807,32,Bronze,50096,1566,0.52,Climb
100214,0,DNF,Hilda McKay,,RSA,3829.6,0.0,34128.796,,0,Bot,Bot1677,529,Bronze 2,529,Bronze 2,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,,807,32,Bronze,50096,1566,0.52,Climb
100214,0,DNF,Kenzo Shimizu,,JPN,3829.6,0.0,38921.359,,0,Bot,Bot6274,913,Silver 3,913,Silver 3,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,,807,32,Silver,50096,1566,0.52,Climb
100214,0,DNF,David  Hassan,,GBR,4334.3,0.0,44779.546,,0,Male,AE2E685B2FC356FB,100,Bronze 1,416,Bronze 1,55-59,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,,807,32,Bronze,50096,1566,0.52,Climb
100214,0,DNF,Nelli Peltonen,,FIN,7741.9,0.0,53766.421,,0,Bot,Bot8046,316,Bronze 1,316,Bronze 1,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,,807,32,Bronze,50096,1566,0.52,Climb
100214,0,DNF,Antonia Roth,Windsail,GER,7801.9,0.0,61542.437,,0,Bot,Bot2023,418,Bronze 1,418,Bronze 1,,Diamond 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,,807,32,Bronze,50096,1566,0.52,Climb
100216,0,1,Mattia Ceccarelli,,ita,6321.6,0.0,70499.843,,0,Male,BCCED860EC8A2731,200,Carbon 2,1178,Gold 2,35-39,Gold 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,306,807,43,Gold,48762,1134,0.20,Climb
100216,0,2,Raymond Duenas,,gum,6357.4,35777.0,70499.843,,0,Bot,Bot2042,1296,Gold 3,1296,Gold 3,,Gold 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,301,807,43,Gold,48762,1134,0.20,Climb
100216,0,3,Chris Savard,,can,6396.3,74705.0,70499.843,,0,Bot,Bot1057,1192,Gold 2,1192,Gold 2,,Gold 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,297,807,43,Gold,48762,1134,0.20,Climb
100216,0,4,Ken Ueta,Windsail,jpn,6455.3,133686.0,70499.843,,0,Bot,Bot8123,1123,Gold 2,1123,Gold 2,,Gold 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,293,807,43,Gold,48762,1134,0.20,Climb
100216,0,5,Youchen Ho,Saitama,chn,6518.9,197242.0,70499.843,,0,Bot,Bot9634,1096,Gold 1,1096,Gold 1,,Gold 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,288,807,43,Gold,48762,1134,0.20,Climb
100216,0,6,Eemil Saarinen,Saitama,fin,6519.0,197393.0,70499.843,,0,Bot,Bot2634,1152,Gold 2,1152,Gold 2,,Gold 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,284,807,43,Gold,48762,1134,0.20,Climb
100216,0,7,Octavio Craig,Aguda,aus,6519.2,197585.0,70499.843,,0,Bot,Bot6633,1085,Gold 1,1085,Gold 1,,Gold 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,279,807,43,Gold,48762,1134,0.20,Climb
100216,0,8,Tarek Khalil,,egy,6519.2,197585.0,70499.843,,0,Bot,Bot8768,1145,Gold 2,1145,Gold 2,,Gold 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,275,807,43,Gold,48762,1134,0.20,Climb
100216,0,9,Marty Mendoza,,rsa,6559.1,237480.0,70499.843,,0,Bot,Bot8345,1079,Gold 1,1079,Gold 1,,Gold 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,271,807,43,Gold,48762,1134,0.20,Climb
100216,0,10,Eldon Gross,Nitro,usa,6559.3,237644.0,70499.843,,0,Bot,Bot1837,980,Silver 3,980,Silver 3,,Gold 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,266,807,43,Silver,48762,1134,0.20,Climb
100216,0,11,Roger Simon,,fra,6574.3,252714.0,70499.843,,0,Bot,Bot5796,1170,Gold 2,1170,Gold 2,,Gold 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,262,807,43,Gold,48762,1134,0.20,Climb
100216,0,12,Arline Schwartz,eVOX,gbr,6599.2,277582.0,70499.843,,0,Bot,Bot5605,976,Silver 3,976,Silver 3,,Gold 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,258,807,43,Silver,48762,1134,0.20,Climb
100216,0,13,Kelly Wolf,,rsa,6632.2,310540.0,70499.843,,0,Bot,Bot7163,1197,Gold 2,1197,Gold 2,,Gold 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,253,807,43,Gold,48762,1134,0.20,Climb
100216,0,14,Alfie Gelling,Windsail,iom,6646.1,324457.0,70499.843,,0,Bot,Bot1923,1063,Gold 1,1063,Gold 1,,Gold 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,249,807,43,Gold,48762,1134,0.20,Climb
100216,0,15,Daisy Quillin,,iom,6763.3,441655.0,70499.843,,0,Bot,Bot2846,1080,Gold 1,1080,Gold 1,,Gold 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,244,807,43,Gold,48762,1134,0.20,Climb
100216,0,16,Ian Hall,Dashix,can,6763.6,442004.0,70499.843,,0,Bot,Bot8711,938,Silver 3,938,Silver 3,,Gold 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,240,807,43,Silver,48762,1134,0.20,Climb
100216,0,17,Xianquan Lai,,chn,6796.4,474814.0,70499.843,,0,Bot,Bot5997,983,Silver 3,983,Silver 3,,Gold 2,Week 01 | Great Ocean Road Race,Spring Classics 2026,236,807,43,Silver,48762,1134,0.20,Climb
